City,Latitudes,Longitudes,Temperature,Humidity,Cloudiness,Wind_Speed,Country,Date
Batemans Bay,-35.7167,150.1833,20.56,76,61,0.89,AU,1612764622
Guinticgan,11.5641,123.1236,24.67,85,100,8.79,PH,1612764635
Krasnoufimsk,56.6059,57.7669,-24.66,86,100,5.8,RU,1612764636
Chisec,15.8167,-90.2833,20.78,91,2,0.48,GT,1612764636
Sindor,62.8629,51.8905,-27.25,87,100,4.27,RU,1612764637
Champerico,14.3,-91.9167,17.78,96,0,2.2,GT,1612764610
Airai,-8.9266,125.4092,20.85,99,100,2.0,TL,1612764619
Jacksonville,30.3322,-81.6556,11.0,76,90,5.14,US,1612764600
Yeniseysk,58.4497,92.1703,-5.93,93,99,4.5,RU,1612764463
Andenes,69.3143,16.1194,-1.0,86,90,2.06,NO,1612764540
Mabaruma,8.2,-59.7833,22.2,99,95,0.98,GY,1612764640
Kedrovka,55.5333,86.05,-5.0,86,90,6.0,RU,1612764641
Samarai,-10.6167,150.6667,29.76,71,91,3.06,PG,1612764642
Preobrazhenka,47.5719,35.8167,-9.0,79,75,4.0,UA,1612764642
Honiara,-9.4333,159.95,29.39,74,9,3.67,SB,1612764643
Kangaatsiaq,68.3065,-53.4641,-8.35,85,0,7.9,GL,1612764644
Turaif,31.6725,38.6637,5.0,100,0,2.06,SA,1612764611
La Ronge,55.1001,-105.2842,-36.0,68,17,2.57,CA,1612764645
Dubbo,-32.25,148.6167,29.0,37,16,4.12,AU,1612764435
Villamontes,-21.25,-63.5,23.84,41,100,1.16,BO,1612764646
Bantry,51.6833,-9.45,2.0,69,90,8.23,IE,1612764647
Vysokogornyy,50.1167,139.15,-20.25,88,100,4.64,RU,1612764648
Khani,41.9563,42.9566,11.0,76,0,6.17,GE,1612764648
Jiazi,22.8779,116.067,22.03,63,0,10.44,CN,1612764367
Narasannapeta,18.4167,84.05,27.24,40,37,3.22,IN,1612764548
Inhambane,-23.865,35.3833,28.0,83,40,3.09,MZ,1612764651
Pierre,44.3683,-100.351,-23.0,77,90,2.06,US,1612764651
Porto Empedocle,37.2934,13.5264,8.89,91,70,7.52,IT,1612764652
Ibitinga,-21.7578,-48.8289,16.87,86,0,3.64,BR,1612764653
Manta,-0.95,-80.7333,26.0,83,90,1.03,EC,1612764654
Lokosovo,61.1333,74.8167,-17.49,91,100,4.8,RU,1612764654
Machiques,10.0644,-72.545,25.32,67,48,2.39,VE,1612764655
Goderich,43.7501,-81.7165,-11.0,67,99,6.17,CA,1612764099
Nouakchott,18.0858,-15.9785,14.0,38,0,4.12,MR,1612764440
Albion,42.2431,-84.753,-13.0,78,90,2.57,US,1612764657
Batagay,67.6333,134.6333,-33.06,84,66,0.97,RU,1612764657
Bariloche,-41.1456,-71.3082,14.0,62,75,3.09,AR,1612764658
Ostrowiec Świętokrzyski,50.9294,21.3853,-7.78,91,100,5.36,PL,1612764659
Gazojak,41.1875,61.4036,8.33,72,100,6.71,TM,1612764659
High Level,58.5169,-117.136,-32.0,75,20,6.69,CA,1612764660
Sioux Lookout,50.1001,-91.917,-31.0,69,1,3.6,CA,1612764607
Pochinki,54.6988,44.8668,-26.2,87,4,4.36,RU,1612764661
Cedral,23.8,-100.7333,13.63,70,0,5.29,MX,1612764662
Kysyl-Syr,63.8986,122.7617,-26.69,87,32,3.31,RU,1612764663
Nyurba,63.2842,118.3319,-17.83,92,99,2.6,RU,1612764664
Evensk,61.95,159.2333,-11.36,90,100,15.79,RU,1612764664
Cap-aux-Meules,47.3821,-61.8597,-2.0,74,100,6.17,CA,1612764665
Chapais,49.7834,-74.8492,-20.0,84,1,2.06,CA,1612764665
Tautira,-17.7333,-149.15,28.0,65,20,1.03,PF,1612764666
Örnsköldsvik,63.2909,18.7153,-7.0,93,0,2.57,SE,1612764667
Issoire,45.55,3.25,1.0,80,90,1.03,FR,1612764667
Los Llanos de Aridane,28.6585,-17.9182,16.0,77,40,2.67,ES,1612764372
Sarab,38.6066,44.9883,5.87,59,82,0.39,IR,1612764668
Baruun-Urt,46.6806,113.2792,-12.81,91,4,5.85,MN,1612764669
Marzuq,14.4,46.4667,18.92,34,0,3.31,YE,1612764670
Kitui,-1.367,38.0106,20.29,84,91,1.75,KE,1612764670
Tual,-5.6667,132.75,28.61,79,90,8.69,ID,1612764671
Somerset,40.5668,-74.5496,-5.0,58,1,2.06,US,1612764419
Birjand,32.8663,59.2211,9.0,27,40,3.09,IR,1612764672
Grindavik,63.8424,-22.4338,2.0,69,75,6.69,IS,1612764673
Rafaela,-31.2503,-61.4867,22.78,51,1,1.98,AR,1612764674
Taltal,-25.4,-70.4833,16.72,81,8,0.85,CL,1612764675
Laishevo,55.4046,49.5504,-25.0,64,40,11.0,RU,1612764676
Coahuayana Viejo,18.7333,-103.6833,23.25,75,63,0.79,MX,1612764620
Valverde del Camino,37.5751,-6.7543,12.22,81,100,1.34,ES,1612764677
Kapit,2.0167,112.9333,29.84,78,72,0.99,MY,1612764551
Cypress Gardens,27.9939,-81.6901,17.0,82,90,5.66,US,1612764679
Bagotville,-28.9833,153.4167,26.0,61,90,7.2,AU,1612764680
San Policarpo,12.1791,125.5072,25.34,89,100,6.39,PH,1612764681
Vanavara,60.34,102.2797,-2.52,95,100,5.79,RU,1612764682
Iralaya,15.0,-83.2333,25.01,87,11,4.43,HN,1612764683
Manjacaze,-24.7117,33.8828,27.51,74,99,1.98,MZ,1612764683
San Patricio,28.017,-97.5169,14.0,94,75,3.6,US,1612764586
Bonthe,7.5264,-12.505,24.87,86,68,1.42,SL,1612764685
Akodia,23.3833,76.6,24.74,18,0,2.34,IN,1612764685
Taseyevo,57.2169,94.8978,-1.61,93,67,3.57,RU,1612764686
Salalah,17.0151,54.0924,25.0,50,20,4.12,OM,1612764687
Natal,-5.795,-35.2094,27.0,78,75,3.6,BR,1612764688
Cockburn Town,21.4612,-71.1419,25.35,82,28,8.21,TC,1612764688
Barra de Tecoanapa,16.5167,-98.75,23.7,82,0,1.94,MX,1612764689
Ilebo,-4.3167,20.5833,23.41,85,96,0.51,CD,1612764690
Touros,-5.1989,-35.4608,25.0,88,20,2.06,BR,1612764690
Jieshi,22.8134,115.8257,25.0,65,0,10.73,CN,1612764691
Waingapu,-9.6567,120.2641,30.34,65,100,4.11,ID,1612764450
Westport,41.1415,-73.3579,-4.0,58,1,2.57,US,1612764693
Angoche,-16.2325,39.9086,28.63,71,32,2.96,MZ,1612764693
Benalla,-36.55,145.9833,28.0,32,63,4.63,AU,1612764694
Iquitos,-3.7481,-73.2472,24.0,94,75,0.56,PE,1612764694
Porto Santo,33.072,-16.3415,16.0,94,40,6.69,PT,1612764695
Camacha,33.0833,-16.3333,16.0,94,40,6.69,PT,1612764696
Nioro,13.35,-15.75,18.57,26,33,3.46,GM,1612764697
Show Low,34.2542,-110.0298,5.0,36,1,5.14,US,1612764697
Praia,14.9215,-23.5087,19.0,72,75,9.26,CV,1612764698
Te Anau,-45.4167,167.7167,19.04,62,100,3.15,NZ,1612764488
Raisen,23.3333,77.8,23.0,28,0,2.57,IN,1612764699
Kyshtovka,56.555,76.6271,-12.97,95,100,4.54,RU,1612764700
Orsha,54.5153,30.4053,-17.0,84,0,0.82,BY,1612764428
Ancud,-41.8697,-73.8203,14.44,94,0,3.09,CL,1612764701
The Pas,53.8251,-101.2541,-34.0,62,1,6.69,CA,1612764587
Torbat-e Jām,35.244,60.6225,14.28,34,55,5.66,IR,1612764640
Bojnourd,37.4747,57.329,9.0,81,75,4.12,IR,1612764702
Nauta,-4.5061,-73.5757,23.75,93,100,0.62,PE,1612764703
Kavaratti,10.5669,72.642,27.88,62,83,3.33,IN,1612764704
Deputatsky,69.3,139.9,-28.76,85,79,0.85,RU,1612764704
Yekaterinovka,52.0508,44.3451,-21.71,91,99,4.74,RU,1612764705
Morgan City,29.6994,-91.2068,7.0,100,1,2.06,US,1612764706
Chibuto,-24.6867,33.5306,27.29,76,89,1.24,MZ,1612764706
Kruisfontein,-34.0033,24.7314,21.67,70,75,1.34,ZA,1612764707
Susanville,40.4163,-120.653,1.0,55,1,2.16,US,1612764707
Mosquera,4.7059,-74.2302,12.89,87,92,1.21,CO,1612764526
Baoro,5.6667,15.9667,18.43,27,100,1.99,CF,1612764709
Barra,-11.0894,-43.1417,21.02,92,99,2.66,BR,1612764709
Karasjok,69.4719,25.5112,-7.0,79,0,7.72,NO,1612764710
Harboøre,56.6175,8.1807,-3.89,80,100,0.89,DK,1612764711
Velykyy Burluk,50.0379,37.3987,-10.56,81,100,2.19,UA,1612764712
Batticaloa,7.7102,81.6924,26.77,83,30,8.65,LK,1612764712
Aksarka,66.5606,67.7975,-27.01,87,100,10.66,RU,1612764713
Verkhnyaya Inta,65.9811,60.3094,-26.06,88,100,3.9,RU,1612764714
Río Tercero,-32.173,-64.1141,20.56,86,31,0.63,AR,1612764715
Grajaú,-5.8194,-46.1386,22.7,93,100,1.87,BR,1612764715
Doha,25.2867,51.5333,21.67,64,0,4.12,QA,1612764716
Akita,39.7167,140.1167,-4.0,86,75,9.77,JP,1612764716
Baghdad,33.3406,44.4009,13.0,82,0,1.54,IQ,1612764717
Mount Isa,-20.7333,139.5,33.0,49,75,5.66,AU,1612764718
Gayny,60.3071,54.3241,-27.43,87,100,3.97,RU,1612764718
Ambilobe,-13.2,49.05,28.47,75,95,1.75,MG,1612764719
Quang Ngai,15.1167,108.8,25.28,73,67,2.37,VN,1612764719
Rawson,-43.3002,-65.1023,13.23,68,0,6.14,AR,1612764720
Chul'man,56.8479,124.9104,-22.65,87,3,0.63,RU,1612764721
Rabo de Peixe,37.8,-25.5833,14.0,88,75,9.26,PT,1612764722
Lincoln,40.8,-96.667,-16.0,66,90,4.12,US,1612764707
Kamennomostskiy,44.2983,40.1856,4.83,78,99,0.71,RU,1612764723
Moindou,-21.6924,165.677,23.0,100,75,3.09,NC,1612764724
Clyde,41.3042,-82.9752,-12.78,77,100,2.95,US,1612764724
Rome,43.2128,-75.4557,-10.0,73,90,3.6,US,1612764612
Henties Bay,-22.116,14.2845,17.78,88,98,2.68,NA,1612764496
Chumikan,54.7183,135.315,-18.86,85,100,10.53,RU,1612764726
Old Shinyanga,-3.55,33.4,22.36,76,100,2.27,TZ,1612764727
Kunya,12.2233,8.5325,12.0,47,0,1.54,NG,1612764727
Jiwani,25.05,61.7417,20.68,48,8,3.16,PK,1612764729
Teberda,43.4456,41.7448,5.46,64,100,6.3,RU,1612764729
Salisbury,51.0693,-1.7957,-1.0,74,40,8.75,GB,1612764730
Marrakesh,31.6315,-8.0083,8.0,93,75,2.57,MA,1612764730
Kumluca,36.3703,30.2869,14.77,67,100,1.46,TR,1612764731
Trondheim,63.4305,10.3951,-6.67,84,0,0.45,NO,1612764732
Warmbad,-28.45,18.7333,21.3,23,0,0.52,NA,1612764732
Palana,59.1167,159.9667,-6.87,93,0,7.89,RU,1612764733
Yinchuan,38.4681,106.2731,5.21,52,18,1.51,CN,1612764734
Sai Buri,6.7013,101.6168,32.0,58,20,4.63,TH,1612764736
Kalmunai,7.4167,81.8167,26.75,82,47,7.48,LK,1612764736
Modāsa,23.4667,73.3,28.18,15,0,5.31,IN,1612764525
Kutum,14.2,24.6667,12.82,37,0,4.91,SD,1612764738
San Borja,-14.8167,-66.85,22.91,95,43,1.15,BO,1612764739
Yelizovo,53.1873,158.3805,-4.0,74,75,2.0,RU,1612764739
Dryden,49.7833,-92.7503,-32.0,68,1,5.14,CA,1612764740
Saldanha,-33.0117,17.9442,17.0,77,0,4.63,ZA,1612764454
Florianópolis,-27.6146,-48.5012,21.0,83,40,2.57,BR,1612764742
Kaa-Khem,51.6833,94.7333,-10.39,91,90,0.62,RU,1612764743
Cayambe,0.05,-78.1333,15.0,88,75,1.03,EC,1612764744
Kasempa,-13.4584,25.8338,18.5,97,100,1.85,ZM,1612764744
Brownsville,25.9018,-97.4975,18.0,82,1,3.6,US,1612764610
Arman',59.7,150.1667,-12.24,84,96,7.12,RU,1612764746
Batangafo,7.3008,18.2833,18.1,27,97,1.17,CF,1612764747
Cascais,38.6979,-9.4215,13.33,94,54,6.71,PT,1612764747
Tacoronte,28.4769,-16.4102,14.44,93,75,5.66,ES,1612764748
Kushima,31.4583,131.2333,17.0,16,20,11.83,JP,1612764749
Katete,-0.7818,29.7544,22.77,47,100,0.74,UG,1612764750
Qaqortoq,60.7167,-46.0333,4.0,26,95,18.01,GL,1612764748
Abadan,38.0507,58.2056,8.0,87,90,5.14,TM,1612764746
Puri,19.8,85.85,27.0,34,1,4.12,IN,1612764752
Butka,56.7179,63.7866,-19.98,88,59,5.41,RU,1612764753
Upornaya,44.3914,41.0196,1.55,88,100,1.59,RU,1612764753
São Paulo de Olivença,-3.3783,-68.8725,23.3,97,100,0.88,BR,1612764754
Katakwi,1.8911,33.9661,26.5,41,88,1.67,UG,1612764755
Marmora,44.4583,7.094,2.78,57,0,4.59,IT,1612764756
Berdigestyakh,62.0989,126.6992,-24.79,88,0,0.91,RU,1612764757
Pangnirtung,66.1451,-65.7125,-6.67,77,0,2.78,CA,1612764461
Keflavik,64.0049,-22.5624,3.0,69,75,6.69,IS,1612764758
Sumoto,34.35,134.9,12.0,61,75,0.51,JP,1612764759
Conakry,9.538,-13.6773,25.0,94,1,3.09,GN,1612764624
Arlit,18.7369,7.3853,17.18,23,93,0.64,NE,1612764760
Naze,28.3667,129.4833,20.0,56,40,6.17,JP,1612764761
Havøysund,70.9963,24.6622,-4.0,86,90,12.86,NO,1612764762
Cabedelo,-6.9811,-34.8339,26.0,83,20,1.54,BR,1612764762
Bondo,3.8146,23.6866,18.62,29,99,1.61,CD,1612764764
Biak,-0.9131,122.8766,28.69,71,94,0.55,ID,1612764765
Keffi,8.8486,7.8736,20.0,56,98,1.54,NG,1612764766
Manicoré,-5.8092,-61.3003,23.39,97,100,0.89,BR,1612764679
Salta,-24.7859,-65.4117,22.0,68,90,1.54,AR,1612764588
Junín,-34.5838,-60.9433,17.22,63,1,4.02,AR,1612764609
Kabalo,-6.05,26.9167,22.55,94,100,0.22,CD,1612764768
Béboto,8.2668,16.939,18.5,24,97,1.06,TD,1612764769
Manggar,-2.8833,108.2667,30.17,64,99,6.55,ID,1612764521
Vostok,46.4856,135.8833,-20.82,89,100,2.95,RU,1612764770
Adré,13.4667,22.2,14.47,33,89,5.09,TD,1612764771
Zhigansk,66.7697,123.3711,-31.2,81,0,3.43,RU,1612764771
Alyangula,-13.8483,136.4192,32.0,66,75,5.14,AU,1612764642
Gerede,40.8008,32.1969,5.53,63,99,2.97,TR,1612764773
Mattru,7.6244,-11.8332,23.16,94,26,0.82,SL,1612764773
Rūdbār,30.15,62.6,21.02,20,41,3.54,AF,1612764774
Mandera,3.9366,41.867,27.64,48,69,7.25,KE,1612764776
Ballitoville,-29.539,31.2144,27.0,74,20,3.09,ZA,1612764776
Minzhu,43.7286,127.3447,-14.12,85,73,3.24,CN,1612764777
Huarmey,-10.0681,-78.1522,21.73,78,100,2.65,PE,1612764778
Estância,-11.2683,-37.4383,26.0,78,20,4.12,BR,1612764778
Pathein,16.7833,94.7333,30.42,29,15,6.28,MM,1612764779
Bratsk,56.1325,101.6142,-1.0,64,62,3.0,RU,1612764780
Kadom,54.5592,42.4675,-24.27,87,5,3.6,RU,1612764781
Kivertsi,50.8343,25.4582,-10.0,86,100,4.02,UA,1612764782
Quatre Cocos,-20.2078,57.7625,30.0,62,40,6.17,MU,1612764782
Nikki,9.9401,3.2108,19.65,29,0,1.54,BJ,1612764730
Poum,-20.2333,164.0167,27.37,73,3,4.33,NC,1612764784
Looc,12.2605,121.9926,25.11,88,100,5.09,PH,1612764785
Ekhabi,53.5102,142.9671,-7.5,97,100,8.78,RU,1612764786
Zlobin,45.2924,14.6541,10.56,93,75,4.12,HR,1612764787
Muros,42.7762,-9.0603,10.56,90,53,1.34,ES,1612764705
Wajir,1.7471,40.0573,26.0,69,20,2.57,KE,1612764789
Port Hardy,50.6996,-127.4199,4.0,80,75,3.6,CA,1612764117
Amapá,1.0,-52.0,22.07,98,100,1.21,BR,1612764790
Zhuhai,22.2769,113.5678,27.78,73,20,5.66,CN,1612764533
Lata,40.1629,-8.3327,12.22,93,70,6.26,PT,1612764791
Baracoa,20.3467,-74.4958,22.9,84,8,1.22,CU,1612764792
Barranca,-10.75,-77.7667,20.8,84,100,2.17,PE,1612764792
Kudahuvadhoo,2.6708,72.8944,27.71,74,2,7.69,MV,1612764793
Mayahi,13.9553,7.6712,15.63,27,71,3.7,NE,1612764794
Iracoubo,5.4802,-53.2011,25.5,82,100,5.71,GF,1612764794
Weston,26.1004,-80.3998,23.0,100,90,1.54,US,1612764375
Mayo,38.8876,-76.5119,-1.0,47,1,4.63,US,1612764795
Kenai,60.5544,-151.2583,-13.89,78,1,2.57,US,1612764796
Mumford,5.2618,-0.759,26.52,87,66,4.83,GH,1612764797
Honningsvåg,70.9821,25.9704,-4.0,86,90,12.86,NO,1612764798
Māngrol,21.1167,70.1167,27.62,30,0,2.3,IN,1612764799
Vila,42.0304,-8.1588,6.67,95,94,4.92,PT,1612764800
Vanimo,-2.6741,141.3028,29.63,66,99,2.74,PG,1612764800
Saint-Pierre,-21.3393,55.4781,32.0,45,75,3.6,RE,1612764801
Thyborøn,56.6985,8.2124,-3.89,80,100,0.89,DK,1612764802
Vilyuysk,63.7553,121.6247,-24.13,88,57,3.08,RU,1612764803
Puerto Suárez,-18.95,-57.8,20.06,69,0,0.79,BO,1612764804
Slonim,53.0867,25.3219,-14.8,89,94,6.66,BY,1612764805
Altoona,40.5187,-78.3947,-10.56,68,59,1.34,US,1612764680
Huangmei,30.1924,116.025,10.64,68,100,5.7,CN,1612764806
Vangaindrano,-23.35,47.6,28.22,75,14,3.46,MG,1612764807
Ngunguru,-35.6167,174.5,21.11,74,60,2.24,NZ,1612764808
Lahat,-3.8,103.5333,31.55,57,60,2.64,ID,1612764683
Rio Grande,-32.035,-52.0986,17.22,95,19,4.45,BR,1612764809
Port-Gentil,-0.7193,8.7815,25.0,100,40,1.54,GA,1612764810
Buta,2.7858,24.73,20.92,38,69,0.68,CD,1612764811
Walvis Bay,-22.9575,14.5053,17.78,82,99,6.69,NA,1612764812
Russellville,35.2784,-93.1338,-0.56,86,90,2.57,US,1612764813
Jati,24.3539,68.2671,27.73,15,0,2.69,PK,1612764814
Midrand,-25.9636,28.1378,21.11,60,0,1.34,ZA,1612764814
Kyzyl-Suu,42.3414,78.0056,4.04,77,99,0.89,KG,1612764815
Toropets,56.4978,31.6353,-15.75,95,100,2.03,RU,1612764816
Ambovombe,-25.1667,46.0833,30.82,58,1,2.8,MG,1612764817
Tabou,4.423,-7.3528,25.29,92,25,2.44,CI,1612764607
Oddur,4.1213,43.8894,24.9,57,15,11.12,SO,1612764818
Muravlenko,63.7898,74.523,-18.87,93,42,4.56,RU,1612764819
Pacifica,37.6138,-122.4869,11.0,76,1,2.57,US,1612764821
Cururupu,-1.8283,-44.8683,23.64,96,47,1.28,BR,1612764821
Ratnagiri,16.9833,73.3,31.52,31,55,4.69,IN,1612764822
Enköping,59.6361,17.0777,-10.0,85,42,3.6,SE,1612764823
Beidao,34.5686,105.8933,3.33,24,0,0.89,CN,1612764824
Basoko,1.2391,23.616,22.06,49,67,2.44,CD,1612764825
Luan,46.3592,6.9759,-0.56,93,0,1.96,CH,1612764826
Maceió,-9.6658,-35.7353,23.0,94,40,1.54,BR,1612764827
Manakara,-22.1333,48.0167,29.18,67,72,4.45,MG,1612764828
Bereket,39.2446,55.5154,8.86,71,62,1.33,TM,1612764610
Banjar,-8.19,114.9675,30.0,79,40,2.57,ID,1612764829
São João da Barra,-21.6403,-41.0511,21.22,95,100,2.18,BR,1612764732
Acajutla,13.5928,-89.8275,24.96,73,1,1.72,SV,1612764830
Chippewa Falls,44.9369,-91.3929,-20.0,59,90,2.57,US,1612764602
Gimli,50.6336,-96.9907,-33.0,68,1,2.06,CA,1612764831
Narón,43.5167,-8.1528,10.56,100,20,3.09,ES,1612764832
Lucapa,-8.4192,20.7447,19.13,98,100,1.24,AO,1612764833
Gairo,39.8497,9.5047,11.0,50,0,6.17,IT,1612764833
Berlevåg,70.8578,29.0864,-4.0,58,75,10.29,NO,1612764834
Sinazongwe,-17.2614,27.4618,24.79,83,100,0.59,ZM,1612764834
Atar,20.5169,-13.0499,12.83,40,0,3.66,MR,1612764835
Auki,-8.7676,160.7034,28.92,73,18,3.09,SB,1612764836
Arrondissement de Cahors,44.4167,1.3333,6.67,100,90,2.06,FR,1612764837
Bolitoc,15.7395,119.8769,30.35,55,46,2.18,PH,1612764838
Barcelos,41.5388,-8.6151,11.0,82,40,3.6,PT,1612764838
Nara,34.6851,135.8049,9.0,53,75,3.09,JP,1612764826
Afrikanda,67.4429,32.7828,-9.44,94,32,4.32,RU,1612764840
Sol'vychegodsk,61.3305,46.9156,-30.46,84,97,4.26,RU,1612764841
Nabire,-3.3667,135.4833,30.54,67,42,3.22,ID,1612764654
Chingirlau,51.095,54.0814,-22.05,90,56,6.6,KZ,1612764657
Ālangulam,8.8667,77.5,30.0,54,20,5.14,IN,1612764842
Abu Samrah,35.3029,37.1841,11.28,79,34,2.27,SY,1612764844
Sawankhalok,17.316,99.8319,28.0,61,40,1.03,TH,1612764844
Alliance,40.9153,-81.1059,-12.22,74,99,0.89,US,1612764845
Bathsheba,13.2167,-59.5167,25.0,65,40,7.2,BB,1612764708
Fort Nelson,58.8053,-122.7002,-29.0,76,75,3.6,CA,1612764612
Mahibadhoo,3.7833,72.9667,27.76,73,47,7.23,MV,1612764847
Krasnosel'kup,65.7,82.4667,-12.98,95,100,8.85,RU,1612764848
Big Spring,32.2504,-101.4787,13.89,53,1,5.14,US,1612764848
Makubetsu,45.3714,141.8211,-6.0,73,75,10.29,JP,1612764816
Fort Frances,48.5999,-93.4003,-30.0,76,1,2.06,CA,1612764849
Alghero,40.5589,8.3181,11.0,71,40,4.12,IT,1612764850
Kununurra,-15.7667,128.7333,35.0,59,40,4.12,AU,1612764762
Karratha,-20.7377,116.8463,30.43,53,0,7.31,AU,1612764611
Kuito,-12.3833,16.9333,15.75,79,99,2.09,AO,1612764852
Bat Khela,34.6167,71.9714,20.16,24,95,1.48,PK,1612764853
Malanje,-9.5402,16.341,17.81,96,100,3.13,AO,1612764854
Konstantinovka,49.6167,127.9833,-13.8,88,0,2.98,RU,1612764855
Pilar,-9.5972,-35.9567,23.0,94,40,1.54,BR,1612764855
Porto-Novo,6.4965,2.6036,27.0,83,40,2.06,BJ,1612764856
Tadine,-21.55,167.8833,26.84,73,100,1.52,NC,1612764857
Marsala,37.7966,12.4352,14.44,88,40,8.23,IT,1612764714
Alta Floresta,-9.8756,-56.0861,20.68,98,100,0.34,BR,1612764859
Darnah,32.767,22.6367,17.11,42,100,12.17,LY,1612764859
