City,Latitudes,Longitudes,Temperature,Humidity,Cloudiness,Wind_Speed,Country,Date
Kabo,7.6994,18.629,18.64,27,1,2.19,CF,1612670066
Seymchan,62.8833,152.4333,-24.09,85,98,0.73,RU,1612670067
Marabu,4.4148,114.0089,28.0,89,40,2.57,MY,1612670067
Paraíso,9.8383,-83.8656,22.0,73,0,3.6,CR,1612670068
Nelson Bay,-32.7167,152.15,27.0,41,75,8.75,AU,1612670068
Sistranda,63.7256,8.834,-6.0,86,20,6.17,NO,1612670069
Ossora,59.2353,163.0719,-2.78,97,100,17.06,RU,1612669918
Lubyany,56.0378,51.4,-20.0,84,100,8.0,RU,1612670070
Aksu,41.1231,80.2644,3.28,60,100,1.04,CN,1612670065
Redmond,47.674,-122.1215,7.78,92,80,3.13,US,1612670071
Aklavik,68.2191,-135.0107,-27.0,76,100,2.57,CA,1612670007
Antofagasta,-23.65,-70.4,19.0,77,20,2.57,CL,1612669974
Sakaraha,-22.9,44.5333,23.81,82,0,2.29,MG,1612670073
Waiuku,-37.25,174.75,25.0,47,20,5.14,NZ,1612670074
Luanda,-8.8368,13.2343,25.0,88,75,2.57,AO,1612669947
Dali,25.7,100.1833,15.98,33,3,1.15,CN,1612670075
North Bend,43.4065,-124.2243,8.33,93,90,2.06,US,1612670015
Nunkiní,20.3333,-90.1833,21.1,84,0,2.0,MX,1612670077
Baykit,61.67,96.37,-5.81,94,100,2.94,RU,1612670077
Bilecik Province,40.0,30.1667,1.0,93,73,1.54,TR,1612670078
Gilgit,35.9221,74.3087,2.09,51,0,1.01,PK,1612670079
Fare,-16.7,-151.0167,28.09,69,4,4.5,PF,1612670080
Killybegs,54.6333,-8.45,4.44,87,89,3.13,IE,1612669755
Namalenga,-10.95,39.1,22.96,95,100,0.5,TZ,1612670081
Port Hedland,-20.3167,118.5667,32.0,48,40,5.66,AU,1612670005
Whitehorse,60.7161,-135.0538,-25.0,77,20,1.03,CA,1612669708
Morondava,-20.2833,44.2833,27.31,79,55,3.36,MG,1612670083
Buala,-8.145,159.5921,26.09,80,100,2.54,SB,1612669470
Kinsale,51.7075,-8.5306,2.22,87,20,4.12,IE,1612670084
Ubari,26.5921,12.7805,15.37,29,6,5.98,LY,1612670085
Christchurch,-43.5333,172.6333,20.0,64,0,10.29,NZ,1612670070
Okaihau,-35.3167,173.7833,21.67,69,95,5.81,NZ,1612670086
Roebourne,-20.7833,117.1333,30.1,47,2,4.92,AU,1612670087
Launceston,-41.45,147.1667,23.33,40,0,5.14,AU,1612669985
Jaisalmer,26.9147,70.9181,20.52,23,0,3.42,IN,1612670089
Longyearbyen,78.2186,15.6401,-10.0,79,75,6.69,SJ,1612670089
Bambous Virieux,-20.3428,57.7575,27.78,94,40,1.54,MU,1612670090
Sterlibashevo,53.4376,55.2578,-18.91,90,100,7.24,RU,1612670091
Luganville,-15.5333,167.1667,28.99,64,29,4.1,VU,1612670091
Kalawit,8.0667,122.5167,29.07,73,97,4.65,PH,1612670092
Talnakh,69.4865,88.3972,-34.54,72,0,0.6,RU,1612670092
Lasem,-6.6922,111.4527,28.84,75,28,8.08,ID,1612670093
Mandiana,10.6333,-8.6833,22.82,20,50,2.21,GN,1612670094
Huarmey,-10.0681,-78.1522,21.87,76,100,3.26,PE,1612669545
Bathsheba,13.2167,-59.5167,25.0,73,40,9.26,BB,1612670095
San Policarpo,12.1791,125.5072,27.49,84,83,6.79,PH,1612670095
Carutapera,-1.195,-46.02,25.3,87,77,2.29,BR,1612670017
Kralendijk,12.15,-68.2667,26.0,73,20,9.26,BQ,1612670097
At-Bashi,41.1702,75.8106,-4.8,82,76,0.19,KG,1612670097
Al Bardīyah,31.7561,25.0865,16.23,49,62,3.76,LY,1612670098
Cairns,-16.9167,145.7667,32.22,74,100,4.63,AU,1612669613
Norman Wells,65.282,-126.8329,-34.0,75,75,1.54,CA,1612670019
Sapouy,11.5544,-1.7736,23.95,23,89,2.56,BF,1612670099
Dillon,34.4166,-79.3712,5.0,100,90,4.63,US,1612670100
Saint-Pierre,-21.3393,55.4781,28.0,69,0,2.06,RE,1612669749
Taitung City,22.7583,121.1444,25.0,57,20,3.6,TW,1612670101
Nagato,34.3833,131.2,16.11,58,40,7.2,JP,1612670102
Askino,56.0901,56.5783,-20.01,90,100,6.96,RU,1612670103
Zhigansk,66.7697,123.3711,-35.93,82,100,7.08,RU,1612670103
Labuhan,-6.8844,112.2051,28.45,80,10,7.35,ID,1612670104
Chengde,40.9725,117.9361,-2.95,59,10,5.91,CN,1612670104
Churapcha,62.0025,132.4325,-31.9,80,100,1.42,RU,1612669744
Janów Lubelski,50.707,22.4104,-7.78,82,100,2.24,PL,1612669816
Alice Springs,-23.7,133.8833,32.78,20,2,5.66,AU,1612669809
Waipawa,-41.4122,175.5153,23.89,64,84,2.06,NZ,1612669982
Ostrovnoy,68.0531,39.5131,-13.91,92,100,4.81,RU,1612670069
Nome,64.5011,-165.4064,-9.0,79,90,1.54,US,1612670053
Muskegon,43.3,-86.1334,-9.0,73,90,5.14,US,1612670091
Yuanping,38.7153,112.7575,3.87,59,0,2.93,CN,1612669823
Kodino,63.7198,39.6447,-25.62,88,2,2.6,RU,1612670110
Yamada,39.4667,141.95,4.72,81,77,2.03,JP,1612670110
Laredo,27.5064,-99.5075,17.0,27,1,4.37,US,1612670077
Kalininsk,51.5,44.4758,-18.16,90,100,6.31,RU,1612670111
Kumluca,36.3703,30.2869,14.23,60,0,1.68,TR,1612670113
Rio Grande,-32.035,-52.0986,18.89,92,0,4.28,BR,1612670114
Srednekolymsk,67.45,153.6833,-25.52,83,1,0.61,RU,1612669444
La Santisima Trinidad,-14.8333,-64.9,24.05,84,49,0.95,BO,1612670116
Henties Bay,-22.116,14.2845,17.22,90,7,1.34,NA,1612670117
Sergeevka,53.88,67.4158,-13.64,92,100,11.66,KZ,1612670117
Norsup,-16.0667,167.3833,29.41,61,20,3.64,VU,1612670118
Smithers,54.7804,-127.1743,-6.0,86,90,5.66,CA,1612670047
Walvis Bay,-22.9575,14.5053,17.22,88,17,3.6,NA,1612670119
Goderich,43.7501,-81.7165,-7.0,79,100,6.69,CA,1612669736
Tunceli,39.1083,39.5471,-2.0,93,0,1.54,TR,1612670031
Tilichiki,60.4667,166.1,-7.64,89,100,7.46,RU,1612670121
Ust'-Ilimsk,58.0006,102.6619,-6.96,96,100,4.85,RU,1612670122
Jackson,42.4165,-122.8345,5.0,75,1,0.76,US,1612669891
Tura,25.5198,90.2201,21.78,39,100,1.17,IN,1612669756
Samarai,-10.6167,150.6667,30.02,69,53,1.4,PG,1612670123
Williston,48.147,-103.618,-23.33,69,96,0.45,US,1612669977
Bandarbeyla,9.4942,50.8122,24.41,78,19,6.0,SO,1612670124
Cururupu,-1.8283,-44.8683,24.31,93,60,1.32,BR,1612670125
Teguise,29.0605,-13.564,15.0,72,0,4.12,ES,1612670126
Kaeo,-35.1,173.7833,21.67,69,89,5.81,NZ,1612670126
Atambua,-9.1061,124.8925,27.18,79,71,3.52,ID,1612670127
Nouakchott,18.0858,-15.9785,15.0,38,1,4.63,MR,1612670127
Muros,42.7762,-9.0603,6.11,93,40,1.54,ES,1612670128
Kapoeta,4.7717,33.5903,20.81,23,0,2.89,SS,1612670129
Voloshka,61.3314,40.0858,-24.66,89,84,3.13,RU,1612670129
Garmsār,35.2182,52.3409,10.2,68,95,0.83,IR,1612670049
Talcahuano,-36.7167,-73.1167,15.0,88,90,2.06,CL,1612670131
Raudeberg,61.9875,5.1352,-4.44,73,0,4.12,NO,1612669708
Vardø,70.3705,31.1107,-3.33,92,99,12.5,NO,1612669686
Maraã,-1.8333,-65.3667,23.42,98,100,0.93,BR,1612670133
Bousso,10.4795,16.7117,17.97,24,59,2.62,TD,1612669697
Morant Bay,17.8815,-76.4093,27.0,69,20,11.32,JM,1612670134
Maryville,35.7565,-83.9705,6.0,61,90,1.54,US,1612669997
Lata,40.1629,-8.3327,9.44,86,25,1.19,PT,1612669550
Kenai,60.5544,-151.2583,-8.89,86,90,1.54,US,1612670068
Yacuiba,-22.038,-63.6797,20.29,68,23,1.05,BO,1612670137
Capão da Canoa,-29.7456,-50.0097,20.02,67,60,2.8,BR,1612670138
Belozërskoye,55.8214,65.5842,-11.42,93,100,8.95,RU,1612670139
Crawfordsville,40.0411,-86.8745,-8.33,92,90,4.73,US,1612670140
Kassala,15.451,36.4,11.89,82,0,2.98,SD,1612670141
Nagua,19.3832,-69.8474,22.92,85,28,3.82,DO,1612670142
Bairiki Village,1.3292,172.9752,27.0,83,75,4.12,KI,1612669585
Cavan,53.9908,-7.3606,5.0,79,79,5.81,IE,1612670143
Borovoy,55.4333,86.0833,-2.0,86,0,6.0,RU,1612670143
Zhigalovo,54.8097,105.1578,-10.12,93,100,1.48,RU,1612670144
Minna,9.6139,6.5569,23.98,20,71,4.03,NG,1612670145
Algiers,36.7525,3.042,11.0,87,40,0.51,DZ,1612670145
Philadelphia,39.9523,-75.1638,2.78,64,75,1.54,US,1612670137
Airai,-8.9266,125.4092,23.35,75,56,2.41,TL,1612670076
Sandviken,60.6167,16.7667,-7.22,79,93,1.79,SE,1612670147
Byron Bay,-28.65,153.6167,32.0,65,77,4.63,AU,1612670147
Urucará,-2.5364,-57.76,24.52,94,89,1.24,BR,1612670148
Washington,47.5001,-120.5015,7.22,90,37,0.45,US,1612670149
Natal,-5.795,-35.2094,25.0,88,20,1.54,BR,1612670149
Volgograd,48.7194,44.5018,-9.0,73,75,6.0,RU,1612670150
Omsukchan,62.5333,155.8,-18.07,89,100,5.51,RU,1612670150
Kabanjahe,3.1001,98.4908,30.0,79,40,2.06,ID,1612670151
Saurimo,-9.6608,20.3916,18.55,97,100,1.51,AO,1612670152
Hofn,64.2539,-15.2082,0.01,95,93,8.29,IS,1612670152
‘Ewa Beach,21.3156,-158.0072,26.0,44,1,6.17,US,1612669981
Salym,60.0625,71.4789,0.53,96,100,5.32,RU,1612670153
Viedma,-40.8135,-62.9967,16.11,75,99,8.2,AR,1612670154
Mitú,1.1983,-70.1733,22.4,96,100,0.18,CO,1612670155
Tonkino,57.3726,46.4629,-21.51,90,100,4.89,RU,1612670155
Oranjemund,-28.55,16.4333,17.33,94,68,5.72,NA,1612670156
Eruwa,7.5333,3.4167,24.71,89,91,2.08,NG,1612670156
Atuntaqui,0.3333,-78.2167,14.0,94,40,2.06,EC,1612670157
Mombetsu,44.3525,143.3525,-8.0,86,75,2.57,JP,1612670158
Ullapool,57.8987,-5.1604,1.11,72,94,5.81,GB,1612670158
Xapuri,-10.6517,-68.5044,23.27,96,72,0.65,BR,1612670159
Vila Franca do Campo,37.7167,-25.4333,15.0,94,75,7.72,PT,1612670015
Mehamn,71.0357,27.8492,-3.65,95,100,9.94,NO,1612670160
Wilmington,34.2257,-77.9447,7.0,76,90,5.14,US,1612669874
Provincia di Ancona,43.55,13.1667,9.44,100,90,0.51,IT,1612670162
Danville,36.586,-79.395,6.0,61,90,2.57,US,1612670059
Dohad,22.8333,74.2667,19.24,27,0,4.83,IN,1612670163
Arlit,18.7369,7.3853,16.12,27,76,1.88,NE,1612669500
Delta del Tigre,-34.7633,-56.3853,20.0,83,20,5.66,UY,1612670164
Agüimes,27.9054,-15.4461,16.11,77,75,5.66,ES,1612670165
Zverinogolovskoye,54.4586,64.8542,-13.18,91,100,10.66,RU,1612670165
Cockburn Town,21.4612,-71.1419,25.09,78,0,9.88,TC,1612670125
Nouadhibou,20.931,-17.0347,16.0,72,0,9.26,MR,1612670166
Gorontalo,0.5412,123.0595,29.78,70,100,1.85,ID,1612670167
Bull Savanna,17.8868,-77.5902,23.08,88,13,5.43,JM,1612670168
Los Llanos de Aridane,28.6585,-17.9182,16.0,63,0,2.06,ES,1612670168
Presidente Médici,-11.1753,-61.9014,22.53,98,87,0.91,BR,1612670169
Charters Towers,-20.1,146.2667,33.07,46,100,2.8,AU,1612670169
Flinders,-34.5833,150.8552,27.22,60,75,6.17,AU,1612670170
Korla,41.7597,86.1469,2.17,68,31,2.69,CN,1612669527
Comodoro Rivadavia,-45.8667,-67.5,14.0,72,40,3.6,AR,1612670172
San-Pédro,4.7485,-6.6363,25.31,92,0,2.53,CI,1612670172
Krasnovka,48.8177,40.0923,-9.28,83,70,5.94,RU,1612670173
Lagoa,39.05,-27.9833,15.68,91,98,12.46,PT,1612669743
Rumonge,-3.9736,29.4386,22.52,74,100,1.25,BI,1612670175
Spearfish,44.4908,-103.8594,-15.56,85,90,4.27,US,1612670175
Dongsheng,39.8161,109.9776,-3.68,71,0,4.02,CN,1612670176
San Isidro,-12.1167,-77.05,23.89,73,75,3.09,PE,1612670177
Andenes,69.3143,16.1194,1.0,69,100,9.77,NO,1612669982
Lebu,-37.6167,-73.65,14.07,93,17,1.24,CL,1612670045
Dyersburg,36.0345,-89.3856,3.0,100,1,2.06,US,1612670178
Vega de Alatorre,20.0333,-96.6333,23.13,90,45,3.8,MX,1612670179
Tumbagaan,5.3656,120.3139,28.03,73,100,2.39,PH,1612670180
Mikhaylovka,50.06,43.2379,-13.33,81,100,4.02,RU,1612670180
Marquette,46.5333,-87.6335,-18.33,56,6,3.13,US,1612670181
Rocha,-34.4833,-54.3333,17.01,93,2,1.55,UY,1612670018
Junín,-34.5838,-60.9433,17.78,51,0,2.97,AR,1612670005
Alanib,8.0278,124.9861,27.22,84,97,3.13,PH,1612670182
Puerto Baquerizo Moreno,-0.9,-89.6,24.73,87,22,3.6,EC,1612670183
Tanout,14.9709,8.8879,14.57,30,29,4.65,NE,1612670184
Maceió,-9.6658,-35.7353,24.0,94,40,3.09,BR,1612669567
Razumnoye,50.5344,36.6846,-16.0,85,0,5.0,RU,1612670185
Erenhot,43.6475,111.9767,-9.72,92,0,3.91,CN,1612669986
Kaltasy,55.9693,54.8032,-20.12,90,100,5.82,RU,1612670187
Loa Janan,-0.583,117.095,31.08,61,100,1.8,ID,1612670187
Yeniseysk,58.4497,92.1703,-1.09,97,100,3.53,RU,1612670064
Petropavlovsk-Kamchatskiy,53.0452,158.6483,-3.0,74,75,2.0,RU,1612670189
Ahipara,-35.1667,173.1667,20.04,69,97,0.7,NZ,1612669931
Antigonish,45.6169,-61.9986,-0.56,81,27,1.79,CA,1612670190
Tarbert,55.8628,-5.4162,2.0,69,87,15.43,GB,1612670191
Saint-Joseph,-21.3667,55.6167,28.0,69,0,2.06,RE,1612669531
Ugoofaaru,5.6667,73.0,27.56,74,2,4.42,MV,1612669489
Chase,50.8165,-119.6857,2.0,48,56,3.09,CA,1612670193
Oktyabr'skiy,54.4815,53.471,-19.47,89,100,6.16,RU,1612669667
Serpa,37.9458,-7.5975,7.0,93,20,5.14,PT,1612670194
Santa Cruz de la Sierra,-17.8,-63.1667,24.0,88,1,2.06,BO,1612670184
Barsovo,61.1667,73.1667,1.0,100,90,4.0,RU,1612670195
Pringsewu,-5.3582,104.9744,27.57,77,100,2.41,ID,1612670047
Suleja,9.1758,7.1808,22.0,43,99,2.06,NG,1612670196
Paris,48.8534,2.3488,6.11,93,90,5.14,FR,1612669414
Dolinsk,47.35,142.8,-12.0,56,12,5.0,RU,1612670198
Plouzané,48.3833,-4.6167,4.0,81,75,2.06,FR,1612670199
Victoria Point,-27.5833,153.3,33.89,61,7,1.34,AU,1612670199
Itarema,-2.9248,-39.9167,24.94,87,14,3.7,BR,1612669528
Aswān,24.0934,32.907,12.78,66,0,2.54,EG,1612670200
Mariehamn,60.0973,19.9348,-20.0,84,0,1.03,AX,1612670201
Tataouine,32.9297,10.4518,20.0,24,100,1.54,TN,1612670202
Ransang,8.9603,117.5828,29.2,63,100,3.3,PH,1612670202
Nadvoitsy,63.8667,34.3167,-13.63,95,100,2.32,RU,1612670203
Nyurba,63.2842,118.3319,-28.44,87,91,1.36,RU,1612670203
Yuancheng,36.652,107.7896,4.29,56,69,1.84,CN,1612670204
Menongue,-14.6585,17.691,18.03,94,100,2.0,AO,1612670035
Djenné,13.9061,-4.5533,24.34,20,100,6.72,ML,1612670205
Polyarny,69.1989,33.4478,-6.0,93,75,4.0,RU,1612670206
Coahuayana Viejo,18.7333,-103.6833,20.9,86,0,1.2,MX,1612670206
Poum,-20.2333,164.0167,27.16,67,0,3.11,NC,1612670207
Erbil,36.1926,44.0106,6.0,100,23,2.06,IQ,1612670207
Tezu,27.9167,96.1667,24.62,19,3,1.5,IN,1612670208
Bouguenais,47.1776,-1.6214,3.33,93,90,1.54,FR,1612670209
Malumfashi,11.7853,7.6218,15.98,30,98,3.28,NG,1612670209
Strezhevoy,60.7333,77.5889,1.0,93,90,6.0,RU,1612670210
Marrakesh,31.6315,-8.0083,8.0,87,75,3.6,MA,1612670210
Tautira,-17.7333,-149.15,24.0,88,75,14.4,PF,1612670014
Chepelare,41.7333,24.6833,4.0,93,90,1.03,BG,1612670212
Raduzhny,62.0961,77.475,-0.02,98,100,4.79,RU,1612670212
Amlamé,7.4667,0.9,23.68,85,93,1.29,TG,1612670213
Avera,33.194,-82.5271,4.0,93,90,4.63,US,1612670082
Puerto Rondón,6.2805,-71.1,24.77,75,47,2.35,CO,1612670214
Baruun-Urt,46.6806,113.2792,-18.94,87,1,4.81,MN,1612670215
Auki,-8.7676,160.7034,25.04,90,100,5.32,SB,1612670215
Tymovskoye,50.8456,142.655,-15.46,89,100,3.86,RU,1612670216
Khandyga,62.6667,135.6,-28.74,84,89,0.77,RU,1612670070
Kysyl-Syr,63.8986,122.7617,-33.63,84,94,4.07,RU,1612670217
Lachhmangarh,27.8214,75.0251,18.35,27,0,1.92,IN,1612670218
São Félix do Xingu,-6.6447,-51.995,22.68,94,100,0.45,BR,1612670061
Tūkrah,32.5341,20.5791,16.91,44,60,7.45,LY,1612670219
Maniitsoq,65.4167,-52.9,-0.24,81,0,10.54,GL,1612669713
Beringovskiy,63.05,179.3167,-22.45,90,72,4.69,RU,1612670079
Pitimbu,-7.4706,-34.8086,26.0,83,0,1.54,BR,1612669718
Cavalcante,-13.7975,-47.4583,19.48,93,100,1.06,BR,1612670221
Sawākin,19.1059,37.3321,21.09,68,16,5.7,SD,1612670222
Russellville,35.2784,-93.1338,3.33,93,90,2.06,US,1612670222
Kambove,-10.8764,26.5969,16.99,100,100,1.55,CD,1612670223
Lahaina,20.8783,-156.6825,24.0,57,20,3.6,US,1612670223
Kologriv,58.8275,44.3178,-23.83,88,100,4.58,RU,1612670224
Cruzeiro do Oeste,-23.785,-53.0733,16.02,91,0,0.88,BR,1612670087
Tingi,-11.3,35.0333,17.98,98,100,1.48,TZ,1612670225
Cayenne,4.9333,-52.3333,25.0,100,90,2.06,GF,1612670226
Sept-Îles,50.2001,-66.3821,-3.0,68,99,5.66,CA,1612670226
Kiryat Gat,31.61,34.7642,12.22,100,0,0.86,IL,1612669981
Minoh,34.8269,135.4706,14.0,54,75,2.06,JP,1612670228
Gloversville,43.0528,-74.3438,-8.0,53,1,1.54,US,1612670001
Shubarkuduk,49.1447,56.4872,-11.63,94,98,4.14,KZ,1612670229
Maumelle,34.8668,-92.4043,3.33,87,97,0.89,US,1612670230
Nanuque,-17.8392,-40.3539,25.08,82,100,3.2,BR,1612670230
Fairbanks,64.8378,-147.7164,-20.56,77,90,0.86,US,1612670231
Kalmunai,7.4167,81.8167,27.28,81,23,5.15,LK,1612670232
Rajapolah,-7.221,108.1896,29.05,61,59,2.79,ID,1612670233
Seguin,29.5688,-97.9647,13.89,35,1,4.63,US,1612670233
Capoterra,39.1763,8.9718,19.0,52,0,2.57,IT,1612670234
Bac Lieu,9.285,105.7244,28.41,61,71,7.55,VN,1612669989
Saint George,37.1041,-113.5841,11.11,24,1,1.54,US,1612669988
Cascais,38.6979,-9.4215,11.11,76,5,8.94,PT,1612669677
Linxi,39.7,118.4333,3.37,46,0,5.45,CN,1612670236
Aljezur,37.3191,-8.8033,10.56,57,77,0.89,PT,1612670237
Gari,59.4307,62.3497,-23.89,90,100,5.74,RU,1612670238
Ponta Delgada,37.7333,-25.6667,15.0,94,75,7.72,PT,1612670238
Nizhniy Kuranakh,58.8353,125.4869,-22.77,85,94,0.38,RU,1612670179
Trivandrum,8.4833,76.9167,30.0,70,20,1.66,IN,1612670239
Bonthe,7.5264,-12.505,24.91,84,95,1.37,SL,1612670240
Safaga,26.7292,33.9365,15.0,63,0,3.09,EG,1612670241
Cotonou,6.3654,2.4183,29.0,84,40,5.66,BJ,1612670242
Maiduguri,11.8464,13.1603,17.06,48,96,3.05,NG,1612670243
Tonantins,-2.8731,-67.8022,23.53,96,100,0.6,BR,1612670244
Vyshchetarasivka,47.5685,34.881,-8.0,73,0,4.0,UA,1612670244
Oshikango,-17.4,15.8833,22.36,47,81,3.2,NA,1612670245
Arica,-18.475,-70.3042,21.0,73,0,1.03,CL,1612669965
Muskegon Heights,43.2011,-86.239,-8.89,73,90,5.14,US,1612670246
Neiafu,-18.65,-173.9833,26.0,94,90,5.66,TO,1612670247
Maxixe,-23.8597,35.3472,24.25,89,86,3.03,MZ,1612670247
Gashua,12.871,11.0482,15.33,30,88,3.97,NG,1612669997
Warrnambool,-38.3833,142.4833,18.89,71,93,6.94,AU,1612670087
Vaitape,-16.5167,-151.75,28.11,68,1,5.03,PF,1612670081
Mayo,38.8876,-76.5119,5.56,70,1,2.57,US,1612670249
Bo Rai,12.5728,102.5371,33.33,74,20,1.45,TH,1612670250
Santa Teresa del Tuy,10.2341,-66.6631,26.0,78,20,0.71,VE,1612670251
Sal Rei,16.1833,-22.9167,19.0,63,90,8.23,CV,1612670252
Rosarito,32.3333,-117.0333,15.56,87,1,1.54,MX,1612670252
Osakarovka,50.565,72.5692,-9.48,94,100,12.34,KZ,1612670253
Kinablangan,7.6947,126.5503,26.1,85,100,3.34,PH,1612670254
Harper,4.375,-7.7169,25.86,88,1,3.64,LR,1612669690
Hwange,-18.3693,26.5019,19.9,95,99,0.3,ZW,1612670255
Vestmanna,62.1564,-7.1664,2.0,60,75,7.2,FO,1612670255
Ust-Tsilma,65.441,52.1498,-35.28,81,100,4.11,RU,1612670256
Verāval,20.9,70.3667,23.62,29,0,7.16,IN,1612670257
Invermere,50.5167,-116.0354,-10.75,88,100,2.08,CA,1612670257
Niterói,-22.8833,-43.1036,25.0,88,75,1.03,BR,1612670258
Wilkie,52.4168,-108.7014,-31.0,69,1,1.54,CA,1612670258
Korhogo,9.45,-5.6333,24.84,48,87,1.16,CI,1612670259
Haimen,23.1935,116.6142,20.0,68,20,2.0,CN,1612670260
São João do Piauí,-8.3581,-42.2467,22.72,83,100,0.77,BR,1612670260
Kieta,-6.2167,155.6333,28.73,77,63,3.63,PG,1612669962
Torbay,47.6666,-52.7314,3.33,100,90,10.8,CA,1612670261
Susanville,40.4163,-120.653,2.0,75,1,1.54,US,1612670262
Buin,-33.7333,-70.75,16.0,82,75,3.6,CL,1612670263
Kumul,42.8,93.45,4.5,54,87,1.72,CN,1612670263
Maniwaki,46.3834,-75.966,-9.0,67,46,4.12,CA,1612670093
Khani,41.9563,42.9566,8.0,87,90,5.14,GE,1612670264
Verkhnyaya Toyma,62.2349,44.9985,-29.17,83,56,3.55,RU,1612670265
Puerto Ayacucho,5.6639,-67.6236,26.05,66,100,2.31,VE,1612670050
Galveston,29.3669,-94.9669,15.56,88,1,3.09,US,1612670266
Ventersburg,-28.0856,27.1381,15.1,90,63,0.76,ZA,1612670267
Kandrian,-6.2167,149.55,32.27,59,39,3.23,PG,1612670267
Alberton,46.8168,-64.0654,-2.0,59,32,19.55,CA,1612670268
Tuy Hoa,13.0833,109.3,24.24,82,86,4.82,VN,1612670269
Maţāy,28.419,30.7792,11.22,89,0,2.41,EG,1612670269
Colesberg,-30.72,25.0972,19.07,81,23,1.97,ZA,1612670270
Verkhoyansk,67.5447,133.385,-30.41,83,97,0.67,RU,1612670270
Umm Kaddadah,13.6017,26.6876,12.6,40,0,5.77,SD,1612670272
Elko,41.0002,-115.5012,5.0,38,1,3.94,US,1612670272
Ternate,0.8,127.4,29.02,68,100,1.71,ID,1612669475
Severo-Kuril'sk,50.6789,156.125,-5.6,94,100,10.93,RU,1612670044
Kasongo,-4.45,26.6667,20.4,98,100,1.15,CD,1612670274
Kabansk,52.0486,106.6528,-19.0,78,98,1.48,RU,1612670274
Ngaoundéré,7.3167,13.5833,15.93,31,46,1.99,CM,1612670275
Lodwar,3.1191,35.5973,25.94,52,54,2.73,KE,1612670022
Guaiúba,-4.0397,-38.6372,27.22,78,20,4.63,BR,1612670276
Aktash,50.3,87.7333,-12.22,91,29,2.97,RU,1612670277
Kasongo-Lunda,-6.4667,16.8167,21.94,92,100,0.7,CD,1612670278
Māndal,25.45,74.5667,16.89,30,0,0.83,IN,1612670279
Rancho Palos Verdes,33.7445,-118.387,15.0,60,0,1.79,US,1612670279
Mbini,1.574,9.6134,26.0,89,100,2.51,GQ,1612670280
Diu,20.7141,70.9822,22.5,28,0,7.74,IN,1612670280
Batemans Bay,-35.7167,150.1833,23.89,66,40,0.89,AU,1612670281
Arecibo,18.4724,-66.7157,22.78,90,100,1.34,PR,1612670282
Eureka,40.8021,-124.1637,8.33,86,43,0.45,US,1612670282
Corinth,37.9407,22.9573,11.11,76,0,1.81,GR,1612670283
Alamosa,37.4695,-105.87,-4.0,68,1,2.57,US,1612670283
Bahía Honda,22.9036,-83.1592,24.18,88,3,4.79,CU,1612670192
Ulkan,57.243,107.3223,-10.21,94,100,4.17,RU,1612670285
